LEAID,lea_name,urbanicity
2916530,KEYTESVILLE R-III,Urban
2916590,KING CITY R-I,Urban
2916620,KINGSTON 42,Urban
2916660,KINGSVILLE R-I,Urban
2916710,KIRBYVILLE R-VI,Urban
2916740,KIRKSVILLE R-III,Urban
2916770,KIRKWOOD R-VII,Urban
2916830,KNOB NOSTER R-VIII,Urban
2916860,OREGON-HOWELL R-III,Urban
2916920,LA MONTE R-IV,Urban
2916950,LA PLATA R-II,Urban
2917000,LACLEDE CO. C-5,Urban
2917820,LADUE,Urban
2917850,LAMAR R-I,Urban
2917880,LAQUEY R-V,Urban
2917910,LAREDO R-VII,Urban
2917970,LATHROP R-II,Urban
2918220,LAWSON R-XIV,Urban
2918240,WEST ST. FRANCOIS CO. R-IV,Urban
2918270,LEBANON R-III,Urban
2918300,LEE'S SUMMIT R-VII,Urban
2918330,LEESVILLE R-IX,Urban
2918360,LEETON R-X,Urban
2918420,LEOPOLD R-III,Urban
2918450,LESTERVILLE R-IV,Urban
2918460,LEWIS CO. C-1,Urban
2918480,LEXINGTON R-V,Urban
2918510,LIBERAL R-II,Urban
2918540,LIBERTY 53,Urban
2918600,LICKING R-VIII,Urban
2918670,LINCOLN R-II,Urban
2918690,LINDBERGH SCHOOLS,Urban
2919080,OSAGE CO. R-II,Urban
2919140,LOCKWOOD R-I,Urban
2919170,LOGAN-ROGERSVILLE R-VIII,Urban
2919200,LONEDELL R-14,Urban
2919230,LONE JACK C-6,Urban
2919260,LOUISIANA R-II,Urban
2919350,WOODLAND R-IV,Urban
2919380,MACKS CREEK R-V,Urban
2919410,MACON CO. R-I,Urban
2919840,MADISON C-3,Urban
2919890,MALDEN R-I,Urban
2919920,MALTA BEND R-V,Urban
2919950,MANES R-V,Urban
2919980,MANSFIELD R-IV,Urban
2920010,MAPLEWOOD-RICHMOND HEIGHTS,Urban
2920050,MARCELINE R-V,Urban
2920160,MARION C. EARLY R-V,Urban
2920280,MARION CO. R-II,Urban
2920310,MARIONVILLE R-IX,Urban
2920340,MARK TWAIN R-VIII,Urban
2920370,MARQUAND-ZION R-VI,Urban
2920410,MARSHALL,Urban
2920430,MARSHFIELD R-I,Urban
2920490,MARYVILLE R-II,Urban
2920550,MAYSVILLE R-I,Urban
2920610,MCDONALD CO. R-I,Urban
2920640,MEADVILLE R-IV,Urban
2920670,MEHLVILLE R-IX,Urban
2920700,SCOTLAND CO. R-I,Urban
2920750,NORTH MERCER CO. R-III,Urban
2920810,MEXICO 59,Urban
2920820,MIAMI R-I,Urban
2920840,MIAMI R-I,Urban
2920880,MIDDLE GROVE C-1,Urban
2920940,MILAN C-2,Urban
2921000,MILLER R-II,Urban
2921030,MIRABILE C-1,Urban
2921060,MISSOURI CITY 56,Urban
2921100,MOBERLY,Urban
2921120,MONETT R-I,Urban
2921150,HIGH POINT R-III,Urban
2921180,MONITEAU CO. R-V,Urban
2921210,MONROE CITY R-I,Urban
2921330,MONTGOMERY CO. R-II,Urban
2921360,MONTROSE R-XIV,Urban
2921420,SCOTT CO. CENTRAL,Urban
2921480,MOUND CITY R-II,Urban
2921510,MOUNTAIN GROVE R-III,Urban
2921540,MOUNTAIN VIEW-BIRCH TREE R-III,Urban
2921600,MT. VERNON R-V,Urban
2921660,NORTHEAST NODAWAY CO. R-V,Urban
2921690,NORTH NODAWAY CO. R-VI,Urban
2921720,NAYLOR R-II,Urban
2921750,NEELYVILLE R-IV,Urban
2921810,NEOSHO SCHOOL DISTRICT,Urban
2921840,NEVADA R-V,Urban
2921875,NEW BLOOMFIELD R-III,Urban
2921880,MACON CO. R-IV,Urban
2921940,NEW FRANKLIN R-I,Urban
2921960,NEW HAVEN,Urban
2922110,NEW YORK R-IV,Urban
2922140,NEWBURG R-II,Urban
2922470,NEWTOWN-HARRIS R-III,Urban
2922500,NIANGUA R-V,Urban
2922530,Nixa Public Schools,Urban
2922560,NODAWAY-HOLT R-VII,Urban
2922620,NORBORNE R-VIII,Urban
2922650,NORMANDY SCHOOLS COLLABORATIVE,Urban
2922710,NORTH ANDREW CO. R-VI,Urban
2922740,NORTH CALLAWAY CO. R-I,Urban
2922770,NORTH HARRISON R-III,Urban
2922800,NORTH KANSAS CITY 74,Urban
2922830,NORTH PLATTE CO. R-I,Urban
2922860,NORTHEAST RANDOLPH CO. R-IV,Urban
2922890,NORTHWEST R-I,Urban
2922920,NORTHWESTERN R-I,Urban
2922950,NORWOOD R-I,Urban
2922980,ADAIR CO. R-I,Urban
2923010,OAK GROVE R-VI,Urban
2923040,OAK HILL R-I,Urban
2923070,OAK RIDGE R-VI,Urban
2923100,ODESSA R-VII,Urban
2923130,ORAN R-III,Urban
2923160,ORCHARD FARM R-V,Urban
2923190,SOUTH HOLT CO. R-I,Urban
2923220,ORRICK R-XI,Urban
2923250,OSBORN R-O,Urban
2923270,OSCEOLA,Urban
2923310,OTTERVILLE R-VI,Urban
2923340,GASCONADE CO. R-II,Urban
2923370,THORNFIELD R-I,Urban
2923400,LUTIE R-VI,Urban
2923430,OZARK R-VI,Urban
2923460,MERAMEC VALLEY R-III,Urban
2923490,PALMYRA R-I,Urban
2923530,PARIS R-II,Urban
2923550,PARK HILL,Urban
2923580,PARKWAY C-2,Urban
2923640,MEADOW HEIGHTS R-II,Urban
2923670,PATTONSBURG R-II,Urban
2923700,PATTONVILLE R-III,Urban
2923730,RAYMORE-PECULIAR R-II,Urban
2923760,NORTH PEMISCOT CO. R-I,Urban
2923790,PEMISCOT CO. R-III,Urban
2924530,PERRY CO. 32,Urban
2924690,PETTIS CO. R-XII,Urban
2925080,PHELPS CO. R-III,Urban
2925110,PIERCE CITY R-VI,Urban
2925140,PIKE CO. R-III,Urban
2925170,PILOT GROVE C-4,Urban
2925210,PLATO R-V,Urban
2925230,PLATTE CO. R-III,Urban
2925290,CLINTON CO. R-III,Urban
2925330,PLEASANT HILL R-III,Urban
2925350,PLEASANT HOPE R-VI,Urban
2925410,POLO R-VII,Urban
2925450,POPLAR BLUFF R-I,Urban
2925500,POTOSI R-III,Urban
2925530,PRAIRIE HOME R-V,Urban
2925590,PRINCETON R-V,Urban
2925620,PURDY R-II,Urban
2925640,PUTNAM CO. R-I,Urban
2925650,PUXICO R-VIII,Urban
2925710,RALLS CO. R-II,Urban
2926040,RAYMONDVILLE R-VII,Urban
2926070,RAYTOWN C-2,Urban
2926160,REEDS SPRING R-IV,Urban
2926190,RENICK R-V,Urban
2926220,REPUBLIC R-III,Urban
2926310,RICH HILL R-IV,Urban
2926370,RICHARDS R-V,Urban
2926400,RICHLAND R-I,Urban
2926430,RICHLAND R-IV,Urban
2926480,RICHMOND R-XVI,Urban
2926490,RIDGEWAY R-V,Urban
2926550,RIPLEY CO. R-III,Urban
2926580,RIPLEY CO. R-IV,Urban
2926610,RISCO R-II,Urban
2926640,RITENOUR,Urban
2926670,RIVERVIEW GARDENS,Urban
2926760,SPECL. SCH. DST. ST. LOUIS CO.,Non-Urban
2926790,ROCK PORT R-II,Urban
2926850,ROCKWOOD R-VI,Urban
2926890,ROLLA 31,Urban
2926940,ROSCOE C-1,Urban
2926970,COLE CO. R-I,Urban
2927060,ST. JOSEPH,Urban
2927090,SALEM R-80,Urban
2927330,HARDEMAN R-X,Urban
2927450,OREARVILLE R-IV,Urban
2927520,SALISBURY R-IV,Urban
2927540,SARCOXIE R-II,Urban
2927570,SAVANNAH R-III,Urban
2927600,NORTHEAST VERNON CO. R-I,Urban
2927630,SCHOOL OF THE OSAGE,Urban
2927660,SCHUYLER CO. R-I,Urban
2927830,SEDALIA 200,Urban
2927870,SENATH-HORNERSVILLE C-8,Urban
2927900,SENECA R-VII,Urban
2927930,SEYMOUR R-II,Urban
2928080,SHAWNEE R-III,Urban
2928110,SHELBY CO. R-IV,Urban
2928140,NORTH SHELBY,Urban
2928170,SHELDON R-VIII,Urban
2928200,SHELL KNOB 78,Urban
2928260,SIKESTON R-6,Urban
2928290,SILEX R-I,Urban
2928360,SLATER,Urban
2928380,SMITHTON R-VI,Urban
2928410,SMITHVILLE R-II,Urban
2928430,SOUTH CALLAWAY CO. R-II,Urban
2928470,SOUTH IRON CO. R-I,Urban
2928500,SOUTH NODAWAY CO. R-IV,Urban
2928530,SOUTH PEMISCOT CO. R-V,Urban
2928560,SOUTHERN BOONE CO. R-I,Urban
2928590,SOUTHERN REYNOLDS CO. R-II,Urban
2928620,SOUTHLAND C-9,Urban
2928680,SOUTHWEST LIVINGSTON CO. R-I,Urban
2928710,SOUTHWEST R-V,Urban
2928740,SPARTA R-III,Urban
2928770,SPICKARD R-II,Urban
2928800,SPOKANE R-VII,Urban
2928860,SPRINGFIELD R-XII,Urban
2928920,ST. CHARLES R-VI,Urban
2928950,FRANCIS HOWELL R-III,Urban
2929100,ST. CLAIR R-XIII,Urban
2929130,ST. ELIZABETH R-IV,Urban
2929170,CENTRAL R-III,Urban
2929250,ST. JAMES R-I,Urban
2929280,ST. LOUIS CITY,Urban
2929340,STANBERRY R-II,Urban
2929370,STE. GENEVIEVE CO. R-II,Urban
2929430,STEELVILLE R-III,Urban
2929490,STEWARTSVILLE C-2,Urban
2929520,STOCKTON R-I,Urban
2929580,STOUTLAND R-II,Urban
2929610,MORGAN CO. R-I,Urban
2929640,STRAFFORD R-VI,Urban
2929670,STRASBURG C-3,Urban
2929700,STURGEON R-V,Urban
2929730,SUCCESS R-VI,Urban
2929760,SULLIVAN,Urban
2929810,SUMMERSVILLE R-II,Urban
2929820,SUNRISE R-IX,Urban
2929850,SWEDEBORG R-III,Urban
2929880,SWEET SPRINGS R-VII,Urban
2929910,TANEYVILLE R-II,Urban
2929940,TARKIO R-I,Urban
2930270,THAYER R-II,Urban
2930300,TINA-AVALON R-II,Urban
2930330,TIPTON R-VI,Urban
2930360,TRENTON R-IX,Urban
2930390,TRI-COUNTY R-VII,Urban
2930420,EAST NEWTON CO. R-VI,Urban
2930450,TROY R-III,Urban
2930510,MILLER CO. R-III,Urban
2930520,TWIN RIVERS R-X,Urban
2930570,UNION R-XI,Urban
2930600,UNION STAR R-II,Urban
2930660,UNIVERSITY CITY,Urban
2930690,VALLEY PARK,Urban
2930720,VALLEY R-VI,Urban
2930750,VAN BUREN R-I,Urban
2930780,VAN-FAR R-I,Urban
2930810,VERONA R-VII,Urban
2930840,MORGAN CO. R-II,Urban
2930870,MARIES CO. R-I,Urban
2930900,WEST NODAWAY CO. R-I,Urban
2930990,WALNUT GROVE R-V,Urban
2931020,WARRENSBURG R-VI,Urban
2931050,WARREN CO. R-III,Urban
2931070,WARSAW R-IX,Urban
2931110,WASHINGTON,Urban
2931140,KINGSTON K-14,Urban
2931230,RICHWOODS R-VII,Urban
2931440,WAYNESVILLE R-VI,Urban
2931460,WEAUBLEAU R-III,Urban
2931500,WEBB CITY R-VII,Urban
2931530,WEBSTER GROVES,Urban
2931560,WELLINGTON-NAPOLEON R-IX,Urban
2931620,WELLSVILLE MIDDLETOWN R-I,Urban
2931650,WENTZVILLE R-IV,Urban
2931680,WEST PLAINS R-VII,Urban
2931710,WEST PLATTE CO. R-II,Urban
2931800,MIDWAY R-I,Urban
2931830,OSAGE CO. R-III,Urban
2931860,WESTRAN R-I,Urban
2931890,WESTVIEW C-6,Urban
2931920,WHEATLAND R-II,Urban
2931950,WHEATON R-III,Urban
2932010,WILLARD R-II,Urban
2932070,WILLOW SPRINGS R-IV,Urban
2932100,WINDSOR C-1,Urban
2932110,HENRY CO. R-I,Urban
2932190,WINFIELD R-IV,Urban
2932220,WINONA R-III,Urban
2932250,WINSTON R-VI,Urban
2932300,WORTH CO. R-III,Urban
2932310,WRIGHT CITY R-II OF WARREN CO.,Urban
2932490,ZALMA R-V,Urban
2932491,THE LEADERSHIP SCHOOL,Non-Urban
3000002,Somers Elem,Urban
3000003,Cut Bank Elem,Urban
3000004,Mountain View Elem,Urban
3000005,Helena Elem,Urban
3000006,Broadus Elem,Urban
3000007,South Stacey Elem,Urban
3000008,Ashland Elem,Urban
3000090,Noxon Elem,Urban
3000091,Dept of Corrections-Youth,Non-Urban
3000093,Liberty Elem,Urban
3000094,West Glacier Elem,Urban
3000095,Lame Deer H S,Urban
3000096,North Star Elem,Urban
3000097,North Star HS,Urban
3000098,Chester-Joplin-Inverness El,Urban
3000099,Heart Butte K-12 Schools,Urban
3000100,Mont Sch for Deaf Blind,Non-Urban
3000101,Chester-Joplin-Inverness HS,Urban
3000102,Dutton/Brady K-12 Schools,Urban
3000654,Big Sky School K-12,Urban
3000655,East Helena K-12,Urban
3000656,Lockwood K-12,Urban
3000932,Shields Valley Elem,Urban
3000933,Shields Valley H S,Urban
3001710,Absarokee Elem,Urban
3001740,Absarokee H S,Urban
3001860,Alberton K-12 Schools,Urban
3001950,Alzada Elem,Urban
3001980,Amsterdam Elem,Urban
3002010,Anaconda Elem,Urban
3002030,Anaconda H S,Urban
3002070,Anderson Elem,Urban
3002220,Arlee Elem,Urban
3002250,Arlee H S,Urban
3002300,Arrowhead Elem,Urban
3002430,Augusta Elem,Urban
3002450,Augusta H S,Urban
3002490,Auchard Creek Elem,Urban
3002550,Avon Elem,Urban
3002570,Ayers Elem,Urban
3002640,Bainville K-12 Schools,Urban
3002730,Baker K-12 Schools,Urban
3002820,Basin Elem,Urban
3002850,Smith Valley Elem,Urban
3003000,Bear Paw Elem,Urban
3003090,Beaverhead County H S,Urban
3003270,Belfry K-12 Schools,Urban
3003290,Belgrade Elem,Urban
3003330,Belgrade H S,Urban
3003420,Belt Elem,Urban
3003450,Belt H S,Urban
3003480,Benton Lake Elem,Urban
3003600,Biddle Elem,Urban
3003660,Spring Creek Elem,Urban
3003750,Big Sandy K-12,Urban
3003800,Big Timber Elem,Urban
3003820,Bigfork Elem,Urban
3003840,Bigfork H S,Urban
3003870,Billings Elem,Urban
3003900,Billings H S,Urban
3003990,Birney Elem,Urban
3004050,Cleveland Elem,Urban
3004200,Bloomfield Elem,Urban
3004230,Blue Creek Elem,Urban
3004260,Bonner Elem,Urban
3004380,Boulder Elem,Urban
3004440,Box Elder Elem,Urban
3004500,Box Elder H S,Urban
3004560,Bozeman Elem,Urban
3004590,Bozeman H S,Urban
3004800,Bridger K-12 Schools,Urban
3004860,Powder River Co Dist H S,Urban
3004890,Broadview Elem,Urban
3004920,Broadview H S,Urban
3004980,Townsend K-12 Schools,Urban
3005010,Brockton Elem,Urban
3005040,Brockton H S,Urban
3005130,Brorson Elem,Urban
3005140,Browning Elem,Urban
3005190,Browning H S,Urban
3005280,Butte Elem,Urban
3005310,Butte H S,Urban
3005330,Bynum Elem,Urban
3005460,Canyon Creek Elem,Urban
3005550,Cardwell Elem,Urban
3005610,Carter County H S,Urban
3005760,Carter Elem,Urban
3005850,Vaughn Elem,Urban
3005880,Cascade Elem,Urban
3005910,Cascade H S,Urban
3005990,Cayuse Prairie Elem,Urban
3006030,McCormick Elem,Urban
3006110,St Ignatius K-12 Schools,Urban
3006112,Charlo Elem,Urban
3006115,Charlo H S,Urban
3006260,Chinook Elem,Urban
3006270,Chinook H S,Urban
3006320,Choteau Elem,Urban
3006330,Choteau H S,Urban
3006790,Circle Elem,Urban
3006810,Circle H S,Urban
3006840,Clancy Elem,Urban
3006870,Clinton Elem,Urban
3007030,Cohagen Elem,Urban
3007050,Colstrip Elem,Urban
3007080,Colstrip H S,Urban
3007110,Columbia Falls Elem,Urban
3007140,Columbia Falls H S,Urban
3007190,Columbus Elem,Urban
3007200,Columbus H S,Urban
3007320,Conrad H S,Urban
3007330,Conrad Elem,Urban
3007350,Cooke City Elem,Urban
3007410,Corvallis K-12 Schools,Urban
3007500,Cottonwood Elem,Urban
3007710,Creston Elem,Urban
3007830,Culbertson Elem,Urban
3007860,Culbertson H S,Urban
3007930,Custer County H S,Urban
3007980,Kinsey Elem,Urban
3008010,S Y Elem,Urban
3008130,Custer K-12 Schools,Urban
3008190,Cut Bank H S,Urban
3008280,Darby K-12 Schools,Urban
3008310,Davey Elem,Urban
3008340,Dawson H S,Urban
3008400,Lindsay Elem,Urban
3008470,Deer Creek Elem,Urban
3008670,Deer Lodge Elem,Urban
3008700,Deer Park Elem,Urban
3008730,Deerfield Elem,Urban
3008850,Denton H S,Urban
3008860,Denton Elem,Urban
3008880,DeSmet Elem,Urban
3008910,Dillon Elem,Urban
3009000,Divide Elem,Urban
3009030,Dixon Elem,Urban
3009120,Dodson K-12,Urban
3009180,Drummond Elem,Urban
3009210,Drummond H S,Urban
3009330,Dupuyer Elem,Urban
3009510,East Glacier Park Elem,Urban
3009670,Ekalaka Elem,Urban
3009720,Elder Grove Elem,Urban
3009780,Elliston Elem,Urban
3009840,Elysian Elem,Urban
3009930,Ennis K-12 Schools,Urban
3010080,Eureka Elem,Urban
3010140,Fairfield Elem,Urban
3010170,Fairfield H S,Urban
3010210,Fairview Elem,Urban
3010230,Fair-Mont-Egan Elem,Urban
3010290,Fairview H S,Urban
3010530,Fergus H S,Urban
3010800,Fishtail Elem,Urban
3010820,Wise River Elem,Urban
3010920,Evergreen Elem,Urban
3010950,Olney-Bissell Elem,Urban
3011100,Florence-Carlton K-12 Schls,Urban
3011160,Forsyth Elem,Urban
3011190,Forsyth H S,Urban
3011240,Fort Benton Elem,Urban
3011260,Fort Benton H S,Urban
3011340,Fortine Elem,Urban
3011420,Frazer Elem,Urban
3011460,Frazer H S,Urban
3011520,Frenchtown K-12 Schools,Urban
3011550,Froid Elem,Urban
3011580,Froid H S,Urban
3011650,Fromberg K-12,Urban
3011670,Frontier Elem,Urban
3011730,Galata Elem,Urban
3011790,Gallatin Gateway Elem,Urban
3011820,Gardiner Elem,Urban
3011850,Gardiner H S,Urban
3011880,Garfield County H S,Urban
3011990,Ross Elem,Urban
3012060,Sand Springs Elem,Urban
3012210,Geraldine K-12,Urban
3012300,Geyser K-12 Schools,Urban
3012350,Gildford Colony Elem,Urban
3012420,Glasgow K-12 Schools,Urban
3012510,Glendive Elem,Urban
3012600,Golden Ridge Elem,Urban
3012840,Philipsburg K-12 Schools,Urban
3012900,Grant Elem,Urban
3012960,Grass Range Elem,Urban
3012990,Grass Range H S,Urban
3013040,Great Falls Elem,Urban
3013050,Great Falls H S,Urban
3013110,Greenfield Elem,Urban
3013140,Greycliff Elem,Urban
3013200,Hall Elem,Urban
3013260,Hamilton K-12 Schools,Urban
3013280,Hawks Home Elem,Urban
3013310,Hardin Elem,Urban
3013340,Hardin H S,Urban
3013360,Plenty Coups H S,Urban
3013395,Harlem Elem,Urban
3013400,Harlem H S,Urban
3013470,Harlowton K-12,Urban
3013530,Harrison K-12 Schools,Urban
3013560,Havre Elem,Urban
3013590,Havre H S,Urban
3013660,Hays-Lodge Pole K-12 Schls,Urban
3013800,Helena Flats Elem,Urban
3013830,Helena H S,Urban
3013860,Hellgate Elem,Urban
3013890,Helmville Elem,Urban
3014070,Highwood K-12,Urban
3014150,Cottonwood Elem,Urban
3014340,Hinsdale Elem,Urban
3014370,Hinsdale H S,Urban
3014430,Hobson K-12 Schools,Urban
3014640,Hot Springs K-12,Urban
3014700,Huntley Project K-12 Schools,Urban
3014760,Hysham K-12 Schools,Urban
3014820,Independent Elem,Urban
3015060,Jackson Elem,Urban
3015120,Jefferson H S,Urban
3015200,Joliet Elem,Urban
3015260,Joliet H S,Urban
3015340,Jordan Elem,Urban
3015360,Judith Gap Elem,Urban
3015390,Judith Gap H S,Urban
3015420,Flathead H S,Urban
3015450,Kalispell Elem,Urban
3015510,Kester Elem,Urban
3015570,Kila Elem,Urban
3015610,King Colony Elem,Urban
3015640,Kircher Elem,Urban
3015690,Knees Elem,Urban
3015900,Upper West Shore Elem,Urban
3015930,Swan Lake-Salmon Elem,Urban
3015990,Lambert Elem,Urban
3016020,Lambert H S,Urban
3016050,Lame Deer Elem,Urban
3016110,LaMotte Elem,Urban
3016200,Laurel Elem,Urban
3016230,Laurel H S,Urban
3016290,Lavina K-12 Schools,Urban
3016490,Lewistown Elem,Urban
3016530,Libby K-12 Schools,Urban
3016710,Lima K-12 Schools,Urban
3016770,Lincoln County H S,Urban
3016810,Lincoln K-12 Schools,Urban
3016880,Livingston Elem,Urban
3017010,Lodge Grass Elem,Urban
3017040,Lodge Grass H S,Urban
3017130,Lolo Elem,Urban
3017190,Lone Rock Elem,Urban
3017340,Lustre Elem,Urban
3017370,Luther Elem,Urban
3017460,Alder Elem,Urban
3017520,Malmborg Elem,Urban
3017580,Malta K-12 Schools,Urban
3017610,Manhattan School,Urban
3017640,Manhattan High School,Urban
3017700,Marion Elem,Urban
3018060,McLeod Elem,Urban
3018170,Medicine Lake K-12 Schools,Urban
3018210,Melrose Elem,Urban
3018240,Melstone Elem,Urban
3018270,Melstone H S,Urban
3018290,Melville Elem,Urban
3018410,Miles City Elem,Urban
3018540,Missoula H S,Urban
3018570,Missoula Elem,Urban
3018750,Monforton Elem,Urban
3018780,Montana City Elem,Urban
3018870,Moore Elem,Urban
3018900,Moore H S,Urban
3018960,Morin Elem,Urban
3019170,Nashua K-12 Schools,Urban
3019310,North Harlem Colony Elem,Urban
3019500,Noxon H S,Urban
3019530,Nye Elem,Urban
3019740,Opheim K-12 Schools,Urban
3019950,Ovando Elem,Urban
3020040,Park City Elem,Urban
3020070,Park City H S,Urban
3020100,Park H S,Urban
3020170,Pass Creek Elem,Urban
3020240,Pendroy Elem,Urban
3020670,Pine Creek Elem,Urban
3020690,Pine Grove Elem,Urban
3020790,Pioneer Elem,Urban
3020850,Plains K-12,Urban
3020880,Pleasant Valley Elem,Urban
3020960,Plentywood K-12 Schools,Urban
3021000,Plevna K-12 Schools,Urban
3021030,Polaris Elem,Urban
3021060,Polson Elem,Urban
3021090,Polson H S,Urban
3021150,Miami Elem,Urban
3021240,Poplar Elem,Urban
3021270,Poplar H S,Urban
3021330,Potomac Elem,Urban
3021450,Powell County H S,Urban
3021480,Garrison Elem,Urban
3021510,Power Elem,Urban
3021540,Power H S,Urban
3021720,Pryor Elem,Urban
3021850,Ramsay Elem,Urban
3021870,Rapelje Elem,Urban
3021900,Rapelje H S,Urban
3021960,Rau Elem,Urban
3022080,Red Lodge Elem,Urban
3022110,Red Lodge H S,Urban
3022230,Reed Point Elem,Urban
3022260,Reed Point H S,Urban
3022290,Reichle Elem,Urban
3022370,Richey Elem,Urban
3022410,Richey H S,Urban
3022710,Roberts K-12 Schools,Urban
3022750,Rocky Boy Elem,Urban
3022790,Ronan Elem,Urban
3022800,Ronan H S,Urban
3022920,Rosebud K-12,Urban
3023040,Roundup Elem,Urban
3023070,Roundup High School,Urban
3023160,Roy K-12 Schools,Urban
3023340,Ryegate K-12 Schools,Urban
3023370,Saco Elem,Urban
3023400,Saco H S,Urban
3023520,Savage Elem,Urban
3023550,Savage H S,Urban
3023670,Scobey K-12 Schools,Urban
3023730,Seeley Lake Elem,Urban
3023900,Shelby Elem,Urban
3023910,Shelby H S,Urban
3023940,Shepherd Elem,Urban
3023970,Shepherd H S,Urban
3024150,Sheridan Elem,Urban
3024180,Sheridan H S,Urban
3024200,Sidney Elem,Urban
3024230,Sidney H S,Urban
3024300,Sun River Valley Elem,Urban
3024330,Simms H S,Urban
3024690,Spring Creek Colony Elem,Urban
3024810,Springhill Elem,Urban
3024930,St Regis K-12 Schools,Urban
3024990,Stanford K-12 Schools,Urban
3025020,Stevensville Elem,Urban
3025050,Stevensville H S,Urban
3025130,Centerville Elem,Urban
3025140,Centerville H S,Urban
3025320,Sunburst K-12 Schools,Urban
3025380,Sunset Elem,Urban
3025470,Superior K-12 Schools,Urban
3025500,Swan River Elem,Urban
3025530,Swan Valley Elem,Urban
3025560,Sweet Grass County H S,Urban
3025890,Target Range Elem,Urban
3025950,Terry K-12 Schools,Urban
3026070,Thompson Falls Elem,Urban
3026100,Thompson Falls H S,Urban
3026160,Three Forks Elem,Urban
3026190,Three Forks H S,Urban
3026400,Trail Creek Elem,Urban
3026460,Trego Elem,Urban
3026490,Trinity Elem,Urban
3026520,Trout Creek Elem,Urban
3026550,Troy Elem,Urban
3026580,Troy H S,Urban
3026640,Turner Elem,Urban
3026670,Turner H S,Urban
3026730,Twin Bridges K-12 Schools,Urban
3026880,Ulm Elem,Urban
3027060,Valier Elem,Urban
3027090,Valier H S,Urban
3027150,Valley View Elem,Urban
3027270,Victor K-12 Schools,Urban
3027340,Vida Elem,Urban
3027570,West Valley Elem,Urban
3027630,West Yellowstone K-12,Urban
3027730,Westby K-12 Schools,Urban
3027740,Whitefish Elem,Urban
3027790,Whitefish H S,Urban
3027810,Whitehall Elem,Urban
3027840,Whitehall H S,Urban
3027930,Whitewater K-12 Schools,Urban
3028020,Wibaux K-12 Schools,Urban
3028140,Willow Creek Elem,Urban
3028170,Willow Creek H S,Urban
3028380,Winifred K-12 Schools,Urban
3028470,Winnett K-12 Schools,Urban
3028500,Wisdom Elem,Urban
3028550,Wolf Creek Elem,Urban
3028590,Wolf Point Elem,Urban
3028620,Wolf Point H S,Urban
3028650,Woodman Elem,Urban
3028770,White Sulphur Spgs K-12,Urban
3028800,Wyola Elem,Urban
3028830,Yaak Elem,Urban
3028860,Yellowstone Academy Elem,Urban
3028910,Zurich Elem,Urban
3028911,Rocky Boy H S,Urban
3100002,DAVID CITY PUBLIC SCHOOLS,Urban
3100003,EAST BUTLER PUBLIC SCHOOLS,Urban
3100004,LAUREL-CONCORD-COLERIDGE SCHOOL,Urban
3100006,WEST POINT PUBLIC SCHOOLS,Urban
3100008,WISNER-PILGER PUBLIC SCHOOLS,Urban
3100010,ANSELMO-MERNA PUBLIC SCHOOLS,Urban
3100011,BROKEN BOW PUBLIC SCHOOLS,Urban
3100012,CALLAWAY PUBLIC SCHOOLS,Urban
3100015,CAMBRIDGE PUBLIC SCHOOLS,Urban
3100016,GRAND ISLAND PUBLIC SCHOOLS,Urban
3100018,WAUNETA-PALISADE PUBLIC SCHS,Urban
3100021,WAVERLY SCHOOL DISTRICT 145,Urban
3100022,NORTH PLATTE PUBLIC SCHOOLS,Urban
3100023,MAXWELL PUBLIC SCHOOLS,Urban
3100024,SUTHERLAND PUBLIC SCHOOLS,Urban
3100025,ELKHORN VALLEY SCHOOLS,Urban
3100029,SUPERIOR PUBLIC SCHOOLS,Urban
3100034,ASHLAND-GREENWOOD PUBLIC SCHS,Urban
3100041,STANTON COMMUNITY SCHOOLS,Urban
3100046,WEST KEARNEY HIGH SCHOOL,Non-Urban
3100047,PINE RIDGE JOB CORPS,Non-Urban
3100059,UNIVERSITY OF NEBRASKA HIGH SCHOOL,Non-Urban
3100065,FRANKLIN PUBLIC SCHOOLS,Urban
3100066,SILVER LAKE PUBLIC SCHOOLS,Urban
3100067,BANNER COUNTY PUBLIC SCHOOLS,Urban
3100070,AMHERST PUBLIC SCHOOLS,Urban
3100071,TEKAMAH-HERMAN COMMUNITY SCHS,Urban
3100072,LEYTON PUBLIC SCHOOLS,Urban
3100073,ARNOLD PUBLIC SCHOOLS,Urban
3100076,SCRIBNER-SNYDER COMMUNITY SCHS,Urban
3100077,DUNDY CO STRATTON PUBLIC SCHS,Urban
3100080,ALMA PUBLIC SCHOOLS,Urban
3100082,STUART PUBLIC SCHOOLS,Urban
3100085,ST PAUL PUBLIC SCHOOLS,Urban
3100088,NORRIS SCHOOL DIST 160,Urban
3100089,PALMER PUBLIC SCHOOLS,Urban
3100090,BAYARD PUBLIC SCHOOLS,Urban
3100091,FULLERTON PUBLIC SCHOOLS,Urban
3100095,CRETE PUBLIC SCHOOLS,Urban
3100096,FRIEND PUBLIC SCHOOLS,Urban
3100097,MORRILL PUBLIC SCHOOLS,Urban
3100098,GERING PUBLIC SCHOOLS,Urban
3100099,CENTENNIAL PUBLIC SCHOOLS,Urban
3100105,BRIDGEPORT PUBLIC SCHOOLS,Urban
3100109,SOUTHERN VALLEY SCHOOLS,Urban
