LEAID,lea_name,urbanicity
3100110,SOUTH PLATTE PUBLIC SCHOOLS,Urban
3100111,EUSTIS-FARNAM PUBLIC SCHOOLS,Urban
3100112,LAKEVIEW COMMUNITY SCHOOLS,Urban
3100114,LOGAN VIEW PUBLIC SCHOOLS,Urban
3100115,NORTH BEND CENTRAL PUBLIC SCHS,Urban
3100116,FREEMAN PUBLIC SCHOOLS,Urban
3100117,HEARTLAND COMMUNITY SCHOOLS,Urban
3100118,FILLMORE CENTRAL PUBLIC SCHS,Urban
3100120,HITCHCOCK CO SCH SYSTEM,Urban
3100121,DONIPHAN-TRUMBULL PUBLIC SCHS,Urban
3100122,SOUTH CENTRAL NEBRASKA UNIFIED 5,Urban
3100123,HIGH PLAINS COMMUNITY SCHOOLS,Urban
3100124,BRUNING-DAVENPORT UNIFIED SYS,Urban
3100125,DILLER-ODELL PUBLIC SCHOOLS,Urban
3100129,TWIN RIVER PUBLIC SCHOOLS,Urban
3100130,CROSS COUNTY COMMUNITY SCHOOLS,Urban
3100132,THAYER CENTRAL COMMUNITY SCHS,Urban
3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,Urban
3100134,WILCOX-HILDRETH PUBLIC SCHOOLS,Urban
3100140,CREEK VALLEY SCHOOLS,Urban
3100141,EMERSON-HUBBARD PUBLIC SCHOOLS,Urban
3100157,PERKINS COUNTY SCHOOLS,Urban
3100163,CHASE COUNTY SCHOOLS,Urban
3100165,DOUGLAS CO WEST COMMUNITY SCHS,Urban
3100170,GORDON-RUSHVILLE PUBLIC SCHS,Urban
3100172,WEST HOLT PUBLIC SCHOOLS,Urban
3100176,JOHNSON CO CENTRAL PUBLIC SCHS,Urban
3100177,NCYF COMMUNITY HIGH SCHOOL,Non-Urban
3100178,SOUTHWEST PUBLIC SCHOOLS,Urban
3100179,HUMBOLDT TABLE ROCK STEINAUER,Urban
3100183,HOWELLS-DODGE CONSOLIDATED SCHOOLS,Urban
3100184,RIVERSIDE PUBLIC SCHOOLS,Urban
3100185,CENTRAL VALLEY PUBLIC SCHOOLS,Urban
3100187,BOYD COUNTY SCHOOLS,Urban
3100189,SUMMERLAND PUBLIC SCHOOLS,Urban
3100190,WEST HASTINGS SCHOOL,Non-Urban
3101992,ELMWOOD-MURDOCK PUBLIC SCHOOLS,Urban
3102770,ADAMS CENTRAL PUBLIC SCHOOLS,Urban
3102790,AINSWORTH COMMUNITY SCHOOLS,Urban
3102820,BOONE CENTRAL SCHOOLS,Urban
3102880,ALLEN CONSOLIDATED SCHOOLS,Urban
3102910,ALLIANCE PUBLIC SCHOOLS,Urban
3103060,ANSLEY PUBLIC SCHOOLS,Urban
3103090,ARAPAHOE PUBLIC SCHOOLS,Urban
3103120,ARCADIA PUBLIC SCHOOLS,Urban
3103130,ARLINGTON PUBLIC SCHOOLS,Urban
3103210,ARTHUR COUNTY SCHOOLS,Urban
3103330,AUBURN PUBLIC SCHOOLS,Urban
3103360,AURORA PUBLIC SCHOOLS,Urban
3103420,AXTELL COMMUNITY SCHOOLS,Urban
3103440,BANCROFT-ROSALIE COMM SCHOOLS,Urban
3103540,BATTLE CREEK PUBLIC SCHOOLS,Urban
3103600,BEATRICE PUBLIC SCHOOLS,Urban
3103810,BELLEVUE PUBLIC SCHOOLS,Urban
3103990,BENNINGTON PUBLIC SCHOOLS,Urban
3104020,BERTRAND PUBLIC SCHOOLS,Urban
3104100,BLAIR COMMUNITY SCHOOLS,Urban
3104140,BLOOMFIELD COMMUNITY SCHOOLS,Urban
3104200,BLUE HILL COMMUNITY SCHOOLS,Urban
3104290,BRADY PUBLIC SCHOOLS,Urban
3104640,BURWELL PUBLIC SCHOOLS,Urban
3104870,CEDAR BLUFFS PUBLIC SCHOOLS,Urban
3104920,CENTRAL CITY PUBLIC SCHOOLS,Urban
3104950,RAYMOND CENTRAL PUBLIC SCHOOLS,Urban
3104980,CHADRON PUBLIC SCHOOLS,Urban
3105010,CHAMBERS PUBLIC SCHOOLS,Urban
3105160,CLARKSON PUBLIC SCHOOLS,Urban
3105280,CODY-KILGORE PUBLIC SCHS,Urban
3105340,COLUMBUS PUBLIC SCHOOLS,Urban
3105460,COZAD COMMUNITY SCHOOLS,Urban
3105520,CRAWFORD PUBLIC SCHOOLS,Urban
3105550,CREIGHTON COMMUNITY PUBLIC SCHOOLS,Urban
3105630,CROFTON COMMUNITY SCHOOLS,Urban
3105910,DESHLER PUBLIC SCHOOLS,Urban
3105970,TRI COUNTY PUBLIC SCHOOLS,Urban
3109120,HAYES CENTER PUBLIC SCHOOLS,Urban
3119560,UMO N HO N NATION PUBLIC SCHS,Urban
3162950,CENTURA PUBLIC SCHOOLS,Urban
3169840,DORCHESTER PUBLIC SCHOOL,Urban
3170020,ELBA PUBLIC SCHOOLS,Urban
3170050,ELGIN PUBLIC SCHOOLS,Urban
3170110,ELKHORN PUBLIC SCHOOLS,Urban
3170140,ELM CREEK PUBLIC SCHOOLS,Urban
3170220,ELWOOD PUBLIC SCHOOLS,Urban
3170440,FAIRBURY PUBLIC SCHOOLS,Urban
3170530,FALLS CITY PUBLIC SCHOOLS,Urban
3170650,FORT CALHOUN COMMUNITY SCHS,Urban
3170710,FREMONT PUBLIC SCHOOLS,Urban
3170800,GARDEN COUNTY SCHOOLS,Urban
3170980,GIBBON PUBLIC SCHOOLS,Urban
3171010,GILTNER PUBLIC SCHOOLS,Urban
3171100,GOTHENBURG PUBLIC SCHOOLS,Urban
3171220,GRETNA PUBLIC SCHOOLS,Urban
3171370,HAMPTON PUBLIC SCHOOL,Urban
3171520,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,Urban
3171550,HARVARD PUBLIC SCHOOLS,Urban
3171580,HASTINGS PUBLIC SCHOOLS,Urban
3171610,HAY SPRINGS PUBLIC SCHOOLS,Urban
3171730,HEMINGFORD PUBLIC SCHOOLS,Urban
3171820,HERSHEY PUBLIC SCHOOLS,Urban
3171940,HOLDREGE PUBLIC SCHOOLS,Urban
3172000,HOMER COMMUNITY SCHOOLS,Urban
3172150,HUMPHREY PUBLIC SCHOOLS,Urban
3172210,HYANNIS AREA SCHOOLS,Urban
3172335,JOHNSON-BROCK PUBLIC SCHOOLS,Urban
3172390,KEARNEY PUBLIC SCHOOLS,Urban
3172420,KENESAW PUBLIC SCHOOLS,Urban
3172480,KEYA PAHA COUNTY SCHOOLS,Urban
3172570,KIMBALL PUBLIC SCHOOLS,Urban
3172720,LEIGH COMMUNITY SCHOOLS,Urban
3172780,LEWISTON CONSOLIDATED SCHOOLS,Urban
3172810,LEXINGTON PUBLIC SCHOOLS,Urban
3172840,LINCOLN PUBLIC SCHOOLS,Urban
3172910,LITCHFIELD PUBLIC SCHOOLS,Urban
3172990,LOOMIS PUBLIC SCHOOLS,Urban
3173050,LOUISVILLE PUBLIC SCHOOLS,Urban
3173090,LOUP CITY PUBLIC SCHOOLS,Urban
3173120,LOUP COUNTY PUBLIC SCHOOLS,Urban
3173210,LYONS-DECATUR NORTHEAST SCHS,Urban
3173230,MADISON PUBLIC SCHOOLS,Urban
3173290,MALCOLM PUBLIC SCHOOLS,Urban
3173440,MAYWOOD PUBLIC SCHOOLS,Urban
3173470,MC COOK PUBLIC SCHOOLS,Urban
3173500,MC COOL JUNCTION PUBLIC SCHS,Urban
3173560,MC PHERSON COUNTY SCHOOLS,Urban
3173590,MEAD PUBLIC SCHOOLS,Urban
3173600,MEDICINE VALLEY PUBLIC SCHOOLS,Urban
3173660,MERIDIAN PUBLIC SCHOOLS,Urban
3173710,MILFORD PUBLIC SCHOOLS,Urban
3173740,MILLARD PUBLIC SCHOOLS,Urban
3173800,MINATARE PUBLIC SCHOOLS,Urban
3173830,MINDEN PUBLIC SCHOOLS,Urban
3173890,MITCHELL PUBLIC SCHOOLS,Urban
3174040,MULLEN PUBLIC SCHOOLS,Urban
3174160,NEBRASKA CITY PUBLIC SCHOOLS,Urban
3174200,CONESTOGA PUBLIC SCHOOLS,Urban
3174220,NELIGH-OAKDALE SCHOOLS,Urban
3174340,NEWMAN GROVE PUBLIC SCHOOLS,Urban
3174370,NIOBRARA PUBLIC SCHOOLS,Urban
3174430,NORFOLK PUBLIC SCHOOLS,Urban
3174580,NORTHWEST PUBLIC SCHOOLS,Urban
3174640,OAKLAND CRAIG PUBLIC SCHOOLS,Urban
3174760,OGALLALA PUBLIC SCHOOLS,Urban
3174820,OMAHA PUBLIC SCHOOLS,Urban
3174850,O'NEILL PUBLIC SCHOOLS,Urban
3174940,ORD PUBLIC SCHOOLS,Urban
3175000,OSCEOLA PUBLIC SCHOOLS,Urban
3175030,OSMOND COMMUNITY SCHOOLS,Urban
3175060,OVERTON PUBLIC SCHOOLS,Urban
3175210,PALMYRA DISTRICT O R 1,Urban
3175270,PAPILLION LA VISTA COMMUNITY SCHOOLS,Urban
3175330,PAWNEE CITY PUBLIC SCHOOLS,Urban
3175360,PAXTON CONSOLIDATED SCHOOLS,Urban
3175390,PENDER PUBLIC SCHOOLS,Urban
3175510,PIERCE PUBLIC SCHOOLS,Urban
3175570,PLAINVIEW PUBLIC SCHOOLS,Urban
3175630,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,Urban
3175660,PLATTSMOUTH COMMUNITY SCHOOLS,Urban
3175690,PLEASANTON PUBLIC SCHOOLS,Urban
3175770,PONCA PUBLIC SCHOOLS,Urban
3175810,POTTER-DIX PUBLIC SCHOOLS,Urban
3175900,RALSTON PUBLIC SCHOOLS,Urban
3175930,RANDOLPH PUBLIC SCHOOLS,Urban
3175960,RAVENNA PUBLIC SCHOOLS,Urban
3175990,RED CLOUD COMMUNITY SCHOOLS,Urban
3176170,ROCK COUNTY PUBLIC SCHOOLS,Urban
3176380,SANDHILLS PUBLIC SCHOOLS,Urban
3176400,ISANTI COMMUNITY SCHOOL,Urban
3176410,SARGENT PUBLIC SCHOOLS,Urban
3176450,SCHUYLER COMMUNITY SCHOOLS,Urban
3176470,SCOTTSBLUFF PUBLIC SCHOOLS,Urban
3176560,SEWARD PUBLIC SCHOOLS,Urban
3176590,SHELBY - RISING CITY PUBLIC SCHOOLS,Urban
3176620,SHELTON PUBLIC SCHOOLS,Urban
3176650,SHICKLEY PUBLIC SCHOOLS,Urban
3176710,SIDNEY PUBLIC SCHOOLS,Urban
3176800,SIOUX COUNTY PUBLIC SCHOOLS,Urban
3176860,SO SIOUX CITY COMMUNITY SCHS,Urban
3176980,ST EDWARD PUBLIC SCHOOLS,Urban
3177100,STAPLETON PUBLIC SCHOOLS,Urban
3177180,SOUTHERN SCHOOL DISTRICT 1,Urban
3177190,STERLING PUBLIC SCHOOLS,Urban
3177340,SUMNER-EDDYVILLE-MILLER SCHS,Urban
3177520,SUTTON PUBLIC SCHOOLS,Urban
3177550,SYRACUSE-DUNBAR-AVOCA SCHOOLS,Urban
3177730,THEDFORD PUBLIC SCHOOLS,Urban
3178020,VALENTINE COMMUNITY SCHOOLS,Urban
3178120,VERDIGRE PUBLIC SCHOOLS,Urban
3178210,WAHOO PUBLIC SCHOOLS,Urban
3178240,WAKEFIELD PUBLIC SCHOOLS,Urban
3178260,WALLACE PUBLIC SCH DIST 65 R,Urban
3178300,WALTHILL PUBLIC SCHOOLS,Urban
3178450,WAUSA PUBLIC SCHOOLS,Urban
3178520,WAYNE COMMUNITY SCHOOLS,Urban
3178540,WEEPING WATER PUBLIC SCHOOLS,Urban
3178660,WESTSIDE COMMUNITY SCHOOLS,Urban
3178670,WHEELER CENTRAL SCHOOLS,Urban
3178720,WILBER-CLATONIA PUBLIC SCHOOLS,Urban
3178810,WINNEBAGO PUBLIC SCHOOLS DISTRICT 17,Urban
3178840,WINSIDE PUBLIC SCHOOLS,Urban
3178940,WOOD RIVER RURAL SCHOOLS,Urban
3178990,WYNOT PUBLIC SCHOOLS,Urban
3179050,YORK PUBLIC SCHOOLS,Urban
3179080,YUTAN PUBLIC SCHOOLS,Urban
3200001,STATE-SPONSORED CHARTER SCHOOLS,Non-Urban
3200021,DAVIDSON ACADEMY  SCHOOL DISTRICT,Non-Urban
3200023,CORRECTIONAL SCHOOL DISTRICT,Non-Urban
3200030,CHURCHILL COUNTY SCHOOL DISTRICT,Urban
3200060,CLARK COUNTY SCHOOL DISTRICT,Urban
3200090,DOUGLAS COUNTY SCHOOL DISTRICT,Urban
3200120,ELKO COUNTY SCHOOL DISTRICT,Urban
3200150,ESMERALDA COUNTY SCHOOL DISTRICT,Urban
3200180,EUREKA COUNTY SCHOOL DISTRICT,Urban
3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,Urban
3200240,LANDER COUNTY SCHOOL DISTRICT,Urban
3200270,LINCOLN COUNTY SCHOOL DISTRICT,Urban
3200300,LYON COUNTY SCHOOL DISTRICT,Urban
3200330,MINERAL COUNTY SCHOOL DISTRICT,Urban
3200360,NYE COUNTY SCHOOL DISTRICT,Urban
3200390,CARSON CITY SCHOOL DISTRICT,Urban
3200420,PERSHING COUNTY SCHOOL DISTRICT,Urban
3200450,STOREY COUNTY SCHOOL DISTRICT,Urban
3200480,WASHOE COUNTY SCHOOL DISTRICT,Urban
3200510,WHITE PINE COUNTY SCHOOL DISTRICT,Urban
3300003,John Stark Regional School District,Urban
3300017,Exeter Region Cooperative School District,Urban
3300030,North Country Charter Academy,Non-Urban
3300031,Seacoast Charter School,Non-Urban
3300035,Gorham Randolph Shelburne Cooperative School District,Urban
3300039,Surry Village Charter School,Non-Urban
3300040,Academy for Science and Design Charter School,Non-Urban
3300041,CSI Charter School,Non-Urban
3300042,Strong Foundations Charter School,Non-Urban
3300043,Ledyard Charter School,Non-Urban
3300048,Great Bay Charter School,Non-Urban
3300049,Prospect Mountain JMA School District,Urban
3300616,Milton School District,Urban
3301380,Allenstown School District,Urban
3301440,Alton School District,Urban
3301470,Amherst School District,Urban
3301500,Andover School District,Urban
3301560,Ashland School District,Urban
3301590,Auburn School District,Urban
3301620,Barnstead School District,Urban
3301650,Barrington School District,Urban
3301680,Bartlett School District,Urban
3301710,Bath School District,Urban
3301740,Bedford School District,Urban
3301860,Berlin School District,Urban
3301890,Bethlehem School District,Urban
3301950,Bow School District,Urban
3302010,Brentwood School District,Urban
3302070,Brookline School District,Urban
3302100,Campton School District,Urban
3302130,Candia School District,Urban
3302250,Chester School District,Urban
3302280,Chesterfield School District,Urban
3302310,Chichester School District,Urban
3302340,Claremont School District,Urban
3302400,Colebrook School District,Urban
3302460,Concord School District,Urban
3302480,Contoocook Valley School District,Urban
3302490,Conway School District,Urban
3302520,Cornish School District,Urban
3302550,Croydon School District,Urban
3302580,Deerfield School District,Urban
3302610,Derry Cooperative School District,Urban
3302640,Dover School District,Urban
3302670,Dresden School District,Urban
3302760,Dunbarton School District,Urban
3302790,East Kingston School District,Urban
3302880,Epping School District,Urban
3302910,Epsom School District,Urban
3302940,Errol School District,Urban
3302970,Exeter School District,Urban
3302990,Fall Mountain Regional School District,Urban
3303000,Farmington School District,Urban
3303090,Franklin School District,Urban
3303120,Freedom School District,Urban
3303150,Fremont School District,Urban
3303180,Gilford School District,Urban
3303210,Gilmanton School District,Urban
3303240,Goffstown School District,Urban
3303271,Virtual Learning Academy Charter School,Non-Urban
3303276,Mason School District,Urban
3303280,Mill Falls Charter School,Non-Urban
3303286,The Birches Academy of Academics & Art A Public Charter Sch,Non-Urban
3303287,Robert Frost Charter School,Non-Urban
3303289,Making Community Connections Charter School,Non-Urban
3303290,Polaris Charter School,Non-Urban
3303291,Next Charter School,Non-Urban
3303296,Arts Academy of New Hampshire Chartered Public High School,Non-Urban
3303297,Mountain Village Charter School,Non-Urban
3303298,The Founders Academy Charter School,Non-Urban
3303299,Gate City Charter School For the Arts,Non-Urban
3303301,Compass Classical Academy Charter School,Non-Urban
3303302,MicroSociety Academy Charter School Foundation,Non-Urban
3303303,Lempster School District,Urban
3303305,LEAF Charter School,Non-Urban
3303308,Kreiva Academy Public Charter School,Non-Urban
3303314,Windham Academy Public Charter School,Non-Urban
3303315,Spark Academy of Advanced Technologies,Non-Urban
3303316,Northeast Woodland Chartered Public School,Non-Urban
3303318,Gathering Waters Charter School,Non-Urban
3303330,Governor Wentworth Regional School District,Urban
3303360,Grantham School District,Urban
3303420,Greenland School District,Urban
3303480,Hampstead School District,Urban
3303510,Hampton School District,Urban
3303540,Hampton Falls School District,Urban
3303600,Hanover School District,Urban
3303630,Harrisville School District,Urban
3303660,Haverhill Cooperative School District,Urban
3303690,Henniker School District,Urban
3303720,Hill School District,Urban
3303750,Hillsboro-Deering Cooperative School District,Urban
3303780,Hinsdale School District,Urban
3303810,Holderness School District,Urban
3303840,Hollis School District,Urban
3303850,Hollis-Brookline Cooperative School District,Urban
3303870,Hooksett School District,Urban
3303900,Hopkinton School District,Urban
3303930,Hudson School District,Urban
3303960,Inter-Lakes Cooperative School District,Urban
3303990,Jackson School District,Urban
3304030,Jaffrey-Rindge Cooperative School District,Urban
3304040,Kearsarge Regional School District,Urban
3304050,Keene School District,Urban
3304080,Kensington School District,Urban
3304140,Laconia School District,Urban
3304150,Lafayette Regional School District,Urban
3304170,Landaff School District,Urban
3304230,Lebanon School District,Urban
3304260,Lincoln-Woodstock Cooperative School District,Urban
3304290,Lisbon Regional School District,Urban
3304350,Litchfield School District,Urban
3304380,Littleton School District,Urban
3304410,Londonderry School District,Urban
3304500,Lyme School District,Urban
3304560,Madison School District,Urban
3304590,Manchester School District,Urban
3304620,Marlborough School District,Urban
3304650,Marlow School District,Urban
3304670,Mascenic Regional School District,Urban
3304680,Mascoma Valley Regional School District,Urban
3304740,Merrimack School District,Urban
3304760,Merrimack Valley School District,Urban
3304770,Middleton School District,Urban
3304800,Milan School District,Urban
3304830,Milford School District,Urban
3304890,Monadnock Regional School District,Urban
3304920,Monroe School District,Urban
3304950,Mont Vernon School District,Urban
3304960,Moultonborough School District,Urban
3304980,Nashua School District,Urban
3305010,Nelson School District,Urban
3305040,New Boston School District,Urban
3305070,New Castle School District,Urban
3305190,Newfields School District,Urban
3305220,Newfound Area School District,Urban
3305250,Newington School District,Urban
3305280,Newmarket School District,Urban
3305310,Newport School District,Urban
3305370,North Hampton School District,Urban
3305400,Northumberland School District,Urban
3305430,Northwood School District,Urban
3305460,Nottingham School District,Urban
3305520,Oyster River Coop School District,Urban
3305550,Pelham School District,Urban
3305580,Pembroke School District,Urban
3305670,Piermont School District,Urban
3305700,Pittsburg School District,Urban
3305730,Pittsfield School District,Urban
3305760,Plainfield School District,Urban
3305790,Plymouth School District,Urban
3305820,Portsmouth School District,Urban
3305830,Profile School District,Urban
3305880,Raymond School District,Urban
3305940,Rochester School District,Urban
3305970,Rollinsford School District,Urban
3306000,Rumney School District,Urban
3306030,Rye School District,Urban
3306060,Salem School District,Urban
3306080,Sanborn Regional School District,Urban
3306150,Seabrook School District,Urban
3306180,Shaker Regional School District,Urban
3306240,Somersworth School District,Urban
3306260,Souhegan Cooperative School District,Urban
3306270,South Hampton School District,Urban
3306330,Stark School District,Urban
3306360,Stewartstown School District,Urban
3306390,Stoddard School District,Urban
3306420,Strafford School District,Urban
3306450,Stratford School District,Urban
3306480,Stratham School District,Urban
3306540,Sunapee School District,Urban
3306600,Tamworth School District,Urban
3306660,Thornton School District,Urban
3306720,Timberlane Regional School District,Urban
3306750,Unity School District,Urban
3306780,Wakefield School District,Urban
3306870,Warren School District,Urban
3306900,Washington School District,Urban
3306910,Waterville Valley School District,Urban
3306930,Weare School District,Urban
3306990,Wentworth School District,Urban
3307020,Westmoreland School District,Urban
3307050,White Mountains Regional School District,Urban
3307115,Wilton-Lyndeborough Cooperative School District,Urban
3307140,Winchester School District,Urban
3307170,Windham School District,Urban
3307230,Winnacunnet Cooperative School District,Urban
3307300,Winnisquam Regional School District,Urban
3307330,Coe-Brown Northwood Academy School District,Non-Urban
3307360,Pinkerton Academy School District,Non-Urban
3399965,Pemi-baker Regional School District,Urban
3399970,SAU #23 French Pond School District,Non-Urban
3399971,SAU #23 King Street School School District,Non-Urban
3399972,Heartwood Public Charter School,Non-Urban
3399973,Coastal Waters Chartered Public School,Non-Urban
3399974,Lionheart Classical Academy Chartered Public School,Non-Urban
3400004,School District of the Chathams,Urban
3400005,Morris-Union Jointure Commission School District,Non-Urban
3400006,Atlantic County Special Services School District,Non-Urban
3400007,South  Bergen Jointure Commission School District,Non-Urban
3400008,Great Meadows Regional School District,Urban
3400009,Somerset Hills Regional School District,Urban
3400014,Englewood on the Palisades Charter School,Non-Urban
3400015,Teaneck Community Charter School,Non-Urban
3400019,Chartertech High School for the Performing Arts,Non-Urban
3400020,Discovery Charter School,Non-Urban
3400021,East Orange Community Charter School,Non-Urban
3400022,Marion P. Thomas Charter School,Non-Urban
3400023,New Horizons Community Charter School,Non-Urban
3400024,North Star Academy Charter School,Non-Urban
3400025,Robert Treat Academy Charter School,Non-Urban
3400026,Maria L. Varisco-Rogers Charter School,Non-Urban
3400029,Elysian Charter School,Non-Urban
3400032,Hoboken Charter School,Non-Urban
3400033,Jersey City Community Charter School,Non-Urban
3400034,Jersey City Golden Door Charter School,Non-Urban
3400035,The Learning Community Charter School,Non-Urban
3400036,Soaring Heights Charter School,Non-Urban
3400041,International Charter School of Trenton,Non-Urban
3400042,Pace Charter School of Hamilton,Non-Urban
3400043,Princeton Charter School,Non-Urban
3400046,The Village Charter School,Non-Urban
3400047,Greater Brunswick Charter School,Non-Urban
3400048,Academy Charter High School,Non-Urban
3400049,Red Bank Charter School,Non-Urban
3400050,Hunterdon County Vocational School District,Non-Urban
3400051,Unity Charter School,Non-Urban
3400052,Classical Academy Charter School of Clifton,Non-Urban
3400055,Sussex County Technology Charter School,Non-Urban
3400061,The Queen City Academy Charter School District,Non-Urban
3400064,Gray Charter School,Non-Urban
3400069,Bayshore Jointure Commission School District,Non-Urban
3400070,TEAM Academy Charter School,Non-Urban
3400073,University Academy Charter High School,Non-Urban
3400076,Hope Academy Charter School,Non-Urban
3400078,LEAP Academy University Charter School,Non-Urban
3400080,Freedom Prep Charter School,Non-Urban
3400082,Ridge and Valley Charter School,Non-Urban
3400083,Union County TEAMS Charter School-High School/College LA,Non-Urban
3400090,Central Jersey College Prep Charter School,Non-Urban
3400660,Absecon Public Schools District,Urban
3400690,Alexandria Township School District,Urban
3400715,Bergen Arts and Science Charter School,Non-Urban
3400717,Foundation Academy Charter School,Non-Urban
3400718,Community Charter School of Paterson,Non-Urban
3400719,Pride Academy Charter School District,Non-Urban
3400720,Allamuchy Township School District,Urban
3400723,Paul Robeson Charter School for the Humanities,Non-Urban
3400724,Burch Charter School of Excellence,Non-Urban
3400727,The Ethical Community Charter School School Distirct,Non-Urban
3400729,Vineland Public Charter School,Non-Urban
3400730,Newark Educators Community Charter School,Non-Urban
3400731,Riverbank Charter School of Excellence,Non-Urban
3400734,Hoboken Dual Language Charter School,Non-Urban
3400735,Hatikvah International Academy Charter School,Non-Urban
3400740,The Barack Obama Green Charter High School District,Non-Urban
3400741,Academy for Urban Leadership Charter School,Non-Urban
3400744,Benjamin Banneker Preparatory Charter School,Non-Urban
3400745,Passaic Arts and Science Charter School,Non-Urban
3400746,Thomas Edison EnergySmart Charter School,Non-Urban
3400748,John P Holland Charter School School District,Non-Urban
3400749,Millville Public Charter School,Non-Urban
3400750,Allendale Public School District,Urban
3400751,Great Oaks Legacy Charter School,Non-Urban
3400754,Peoples Preparatory Charter School,Non-Urban
3400755,Roseville Community Charter School,Non-Urban
3400756,Dr Lena Edwards Academic Charter School,Non-Urban
3400759,BelovED Community Charter,Non-Urban
3400763,Hope Community Charter School,Non-Urban
3400764,Phillip's Academy Charter School,Non-Urban
